Address,Aggregate_rating,Average_Cost_for_two,City,Country_Code,Cuisines,Currency,Has_Online_delivery,Has_Table_booking,Is_delivering_now,Latitude,Locality,Locality_Verbose,Longitude,Price_range,Rating_color,Rating_text,Restaurant_ID,Restaurant_Name,Votes,_id
"B-1/55, Central Market, Sector 50, Noida",2.4,700,Noida,1,"Pizza, Fast Food",Indian Rupees(Rs.),No,No,No,28.5699792,Sector 50,"Sector 50, Noida",77.3621039,2,Red,Poor,385,"Domino's Pizza",161,6120e397a4acd2e728594984
"Lower Ground, Supertech Shopprix Mall, Sector 61, Noida",2.4,700,Noida,1,"Pizza, Fast Food",Indian Rupees(Rs.),No,No,No,28.5971137,"Supertech Shopprix Mall, Sector 61","Supertech Shopprix Mall, Sector 61, Noida",77.3649083,2,Red,Poor,386,"Domino's Pizza",98,6120e397a4acd2e728594985
"C-135, Near Sector 15 Metro Station, Sector 2, Noida",2.5,1100,Noida,1,"Fast Food, North Indian, Chinese, Desserts, Ice Cream",Indian Rupees(Rs.),Yes,Yes,No,28.5822486,Sector 2,"Sector 2, Noida",77.3135127,3,Orange,Average,387,"Nirula's",221,6120e397a4acd2e728594986
"Ground Floor, Spice World Mall, Sector 25-A, Sector 25, Noida",3.4,1000,Noida,1,"Italian, Pizza, Fast Food",Indian Rupees(Rs.),No,No,No,28.5864102,"Spice World Mall, Sector 25","Spice World Mall, Sector 25, Noida",77.3413131,3,Orange,Average,390,Pizza Hut,144,6120e397a4acd2e728594987
"Ground Floor, Supertech Shopprix Mall, Sector 61, Noida",3.3,1000,Noida,1,"Italian, Pizza, Fast Food",Indian Rupees(Rs.),Yes,No,No,28.5973425,"Supertech Shopprix Mall, Sector 61","Supertech Shopprix Mall, Sector 61, Noida",77.36484054,3,Orange,Average,393,Pizza Hut,113,6120e397a4acd2e728594988
"The Great India Place Mall, Sector 38 A, Noida, Sector 38, Noida",3.7,1000,Noida,1,"Italian, Pizza, Fast Food",Indian Rupees(Rs.),No,No,No,28.5672492,"The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",77.3255133,3,Yellow,Good,394,Pizza Hut,189,6120e397a4acd2e728594989
"5-10 & 12, Parsvanath Plaza, G Block, Sector 27, Noida",2.3,800,Noida,1,"Italian, Pizza, Fast Food",Indian Rupees(Rs.),Yes,No,No,28.5775482,Sector 27,"Sector 27, Noida",77.328325,2,Red,Poor,395,Pizza Hut Delivery,62,6120e397a4acd2e72859498a
"P-16, Atta Market, Sector 18, Noida",3.9,500,Noida,1,Fast Food,Indian Rupees(Rs.),Yes,No,No,28.56920863,Sector 18,"Sector 18, Noida",77.32432779,2,Yellow,Good,396,"McDonald's",403,6120e397a4acd2e72859498b
"A-79A, Savoy Suite, Sector 16, Noida",3.7,500,Noida,1,"Fast Food, Burger",Indian Rupees(Rs.),Yes,No,No,28.5801391,Sector 16,"Sector 16, Noida",77.3157052,2,Yellow,Good,399,"McDonald's",135,6120e397a4acd2e72859498c
"G-9, V3S Mall, Laxmi Nagar, New Delhi",2,900,New Delhi,1,Chinese,Indian Rupees(Rs.),Yes,Yes,No,28.6367037,"V3S Mall, Laxmi Nagar","V3S Mall, Laxmi Nagar, New Delhi",77.2860344,2,Red,Poor,404,Yo! China,191,6120e397a4acd2e72859498d
"3rd Floor, The Great India Place Mall, Sector 38-A, Near, Sector 38, Noida",2.6,1300,Noida,1,Chinese,Indian Rupees(Rs.),Yes,No,No,28.5678221,"The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",77.3262504,3,Orange,Average,409,Yo! China,334,6120e397a4acd2e72859498e
"25/35, East Patel Nagar, New Delhi",3.6,500,New Delhi,1,South Indian,Indian Rupees(Rs.),Yes,No,No,28.6438411,East Patel Nagar,"East Patel Nagar, New Delhi",77.1760203,2,Yellow,Good,410,Naivedyam,359,6120e397a4acd2e72859498f
"F-12, Main Road, Kalkaji, New Delhi",3.8,500,New Delhi,1,South Indian,Indian Rupees(Rs.),Yes,No,No,28.54195702,Kalkaji,"Kalkaji, New Delhi",77.25427318,2,Yellow,Good,412,Naivedyam,495,6120e397a4acd2e728594990
"3rd Floor, MGF Metropolitan Mall, MG Road, Gurgaon",2.9,750,Gurgaon,1,"Gujarati, Rajasthani",Indian Rupees(Rs.),No,Yes,No,28.4808348,"MGF Metropolitan Mall, MG Road","MGF Metropolitan Mall, MG Road, Gurgaon",77.0802124,2,Orange,Average,420,Rajasthali,501,6120e397a4acd2e728594991
"Hotel Broadway, 4/15/A, Daryaganj, New Delhi",3.9,2000,New Delhi,1,"North Indian, Kashmiri, Chinese, Thai, Korean",Indian Rupees(Rs.),No,Yes,No,28.6410435,"Hotel Broadway, Daryaganj","Hotel Broadway, Daryaganj, New Delhi",77.2378659,4,Yellow,Good,422,Chor Bizarre - Hotel Broadway,295,6120e397a4acd2e728594992
"49-50, Ansal Fortune Arcade, Sector 18, Noida",3.2,600,Noida,1,"South Indian, North Indian, Chinese",Indian Rupees(Rs.),Yes,No,No,28.5721275,Sector 18,"Sector 18, Noida",77.32221387,2,Orange,Average,427,Sagar Ratna,277,6120e397a4acd2e728594993
"C-134/B, Supertech Shopprix Mall, Sector 61, Noida",2.3,600,Noida,1,"South Indian, North Indian, Chinese",Indian Rupees(Rs.),Yes,No,No,28.5971027,"Supertech Shopprix Mall, Sector 61","Supertech Shopprix Mall, Sector 61, Noida",77.3648332,2,Red,Poor,428,Sagar Ratna,155,6120e397a4acd2e728594994
"SCO 20, Housing Board Shopping Complex, Saraswati Vihar, Near Union Bank, MG Road, Gurgaon",2.7,600,Gurgaon,1,"North Indian, Mughlai, Chinese",Indian Rupees(Rs.),No,No,No,28.4757777,MG Road,"MG Road, Gurgaon",77.0823932,2,Orange,Average,429,"Mezbaan's",61,6120e397a4acd2e728594995
"39, Flyover Market, Defence Colony, New Delhi",3.2,600,New Delhi,1,"North Indian, Mughlai, Chinese",Indian Rupees(Rs.),Yes,No,No,28.5777696,Defence Colony,"Defence Colony, New Delhi",77.2382701,2,Orange,Average,437,"Saleem's Restaurant",53,6120e397a4acd2e728594996
"D 68/K1, Jaipuria Plaza, Sector 26, Noida",2.6,600,Noida,1,"North Indian, Mughlai, Chinese",Indian Rupees(Rs.),No,No,No,28.5759163,"Jaipuria Plaza, Sector 26, Noida","Jaipuria Plaza, Sector 26, Noida, Noida",77.3347857,2,Orange,Average,439,"Saleem's Takeaway",44,6120e397a4acd2e728594997
"G-15, D-1, Aashirwaad Complex, Green Park, New Delhi",3.4,600,New Delhi,1,"North Indian, Mughlai",Indian Rupees(Rs.),Yes,No,No,28.5570041,Green Park,"Green Park, New Delhi",77.2051706,2,Orange,Average,443,The Tandoor,121,6120e397a4acd2e728594998
"304, Food Court, Spice World Mall, Sector 25 A, Near Sector 25, Noida",2.6,500,Noida,1,North Indian,Indian Rupees(Rs.),No,No,No,28.5854737,"Spice World Mall, Sector 25","Spice World Mall, Sector 25, Noida",77.3404494,2,Orange,Average,447,Rasoi E Punjab,32,6120e397a4acd2e728594999
"J-57, Near Centrestage Mall, Sector 18, Noida",3.6,1500,Noida,1,"North Indian, Chinese, South Indian, Seafood, Chettinad",Indian Rupees(Rs.),No,Yes,No,28.5684245,Sector 18,"Sector 18, Noida",77.32373536,3,Yellow,Good,450,Swagath,415,6120e397a4acd2e72859499a
"14, Defence Colony Market, Defence Colony, New Delhi",3.9,1500,New Delhi,1,"North Indian, Chinese, South Indian, Seafood, Chettinad",Indian Rupees(Rs.),No,Yes,No,28.5735453,Defence Colony,"Defence Colony, New Delhi",77.230142,3,Yellow,Good,451,Swagath,749,6120e397a4acd2e72859499b
"C-8, Main Market, Malviya Nagar, New Delhi",3.5,1500,New Delhi,1,"North Indian, Chinese, Seafood, Chettinad",Indian Rupees(Rs.),No,Yes,No,28.5364058,Malviya Nagar,"Malviya Nagar, New Delhi",77.2116173,3,Yellow,Good,452,Swagath,168,6120e397a4acd2e72859499c
"AVCC Club, Sector 37, Noida",2.8,800,Noida,1,"North Indian, Mughlai, Chinese",Indian Rupees(Rs.),Yes,Yes,No,28.5661407,Sector 37,"Sector 37, Noida",77.3402775,2,Orange,Average,457,"Kamboj's",239,6120e397a4acd2e72859499d
"G-40, Mughal Palace, Sector 18, Noida",3.3,1200,Noida,1,"Mughlai, North Indian",Indian Rupees(Rs.),No,Yes,No,28.56926546,Sector 18,"Sector 18, Noida",77.32365757,3,Orange,Average,461,"Karim's",446,6120e397a4acd2e72859499e
"168/2, Jha House Basti, Nizamuddin West, Nizamuddin, New Delhi",3.7,800,New Delhi,1,"Mughlai, North Indian",Indian Rupees(Rs.),Yes,Yes,No,28.59126791,Nizamuddin,"Nizamuddin, New Delhi",77.2436513,2,Yellow,Good,462,"Karim's",360,6120e397a4acd2e72859499f
"16, Gali Kababian, Jama Masjid, New Delhi",4,800,New Delhi,1,"Mughlai, North Indian",Indian Rupees(Rs.),No,No,No,28.6493933,Jama Masjid,"Jama Masjid, New Delhi",77.23363,2,Green,Very Good,463,"Karim's",4689,6120e397a4acd2e7285949a0
"1-2/5, Sagar Complex, New Rajdhani Enclave, Vikas Marg, Preet Vihar, New Delhi",2.5,700,New Delhi,1,"Mughlai, North Indian",Indian Rupees(Rs.),Yes,No,No,28.6427202,Preet Vihar,"Preet Vihar, New Delhi",77.2964641,2,Orange,Average,468,"Karim's",84,6120e397a4acd2e7285949a1
"S-29 & 30, Main Market, Green Park, New Delhi",3.5,450,New Delhi,1,"South Indian, North Indian, Chinese, Fast Food, Street Food, Mithai",Indian Rupees(Rs.),No,No,No,28.5562101,Green Park,"Green Park, New Delhi",77.2026428,1,Yellow,Good,472,Evergreen Sweet House,1198,6120e397a4acd2e7285949a2
"S-26, Main Market, Green Park, New Delhi",2.5,300,New Delhi,1,South Indian,Indian Rupees(Rs.),No,No,No,28.5565998,Green Park,"Green Park, New Delhi",77.2023408,1,Orange,Average,473,Madras Cafe,191,6120e397a4acd2e7285949a3
"1st Floor, V3S Mall, Laxmi Nagar, New Delhi",2.2,1000,New Delhi,1,"North Indian, Mughlai",Indian Rupees(Rs.),Yes,Yes,No,28.6370362,"V3S Mall, Laxmi Nagar","V3S Mall, Laxmi Nagar, New Delhi",77.2861107,3,Red,Poor,474,Moti Mahal Delux Tandoori Trail,79,6120e397a4acd2e7285949a4
"37, Central Market, Punjabi Bagh West, Punjabi Bagh, New Delhi",2.5,1200,New Delhi,1,"North Indian, Mughlai, Chinese",Indian Rupees(Rs.),Yes,Yes,No,28.67103528,Punjabi Bagh,"Punjabi Bagh, New Delhi",77.13415582,3,Orange,Average,476,Moti Mahal Delux,70,6120e397a4acd2e7285949a5
"3703, Netaji Subhash Marg, Daryaganj, New Delhi",3.6,1100,New Delhi,1,"North Indian, Chinese",Indian Rupees(Rs.),No,Yes,No,28.6461938,Daryaganj,"Daryaganj, New Delhi",77.240201,3,Yellow,Good,481,Moti Mahal,711,6120e397a4acd2e7285949a6
"F-15, District Center, Janak Place, Janakpuri, New Delhi",2.6,1000,New Delhi,1,"North Indian, Mughlai, Chinese",Indian Rupees(Rs.),Yes,Yes,No,28.6300262,Janakpuri,"Janakpuri, New Delhi",77.0820473,3,Orange,Average,482,Moti Mahal Delux,105,6120e397a4acd2e7285949a7
"E-31/32, South Extension 2, New Delhi",3.6,1500,New Delhi,1,"North Indian, Mughlai, Chinese",Indian Rupees(Rs.),Yes,Yes,No,28.5682336,South Extension 2,"South Extension 2, New Delhi",77.2195433,3,Yellow,Good,483,Moti Mahal Delux- Legendary Culinary,177,6120e397a4acd2e7285949a8
"3rd Floor, The Great India Place, Sector 38-A, Near Sector 38, Noida",3.6,1100,Noida,1,"Chinese, Thai",Indian Rupees(Rs.),Yes,Yes,No,28.5678881,"The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",77.3264748,3,Yellow,Good,486,Crazy Noodles,507,6120e397a4acd2e7285949a9
"G-50, 1st Floor, Sector 18, Noida",3.8,1400,Noida,1,"North Indian, Mughlai",Indian Rupees(Rs.),Yes,No,No,28.5694916,Sector 18,"Sector 18, Noida",77.32425638,3,Yellow,Good,490,Desi Vibes,2019,6120e397a4acd2e7285949aa
"A-80, Central Market, Near Axis Bank, Lajpat Nagar 2, New Delhi",3.7,550,New Delhi,1,"North Indian, South Indian, Fast Food, Street Food, Chinese, Beverages, Desserts, Mithai",Indian Rupees(Rs.),Yes,No,No,28.5710749,Lajpat Nagar 2,"Lajpat Nagar 2, New Delhi",77.2390334,2,Yellow,Good,491,Bikanervala,269,6120e397a4acd2e7285949ab
"1, ITL Twin Tower, Netaji Subhash Place, New Delhi",3.4,550,New Delhi,1,"North Indian, South Indian, Fast Food, Street Food, Chinese, Beverages, Desserts, Mithai",Indian Rupees(Rs.),Yes,No,No,28.6912959,Netaji Subhash Place,"Netaji Subhash Place, New Delhi",77.152022,2,Orange,Average,492,Bikanervala,89,6120e397a4acd2e7285949ac
"28, NWA Club Road, Punjabi Bagh, New Delhi",3.2,550,New Delhi,1,"North Indian, South Indian, Fast Food, Street Food, Chinese, Beverages, Mithai",Indian Rupees(Rs.),Yes,No,No,28.66660385,Punjabi Bagh,"Punjabi Bagh, New Delhi",77.1215605,2,Orange,Average,495,Bikanervala,129,6120e397a4acd2e7285949ad
"Plot 3-5, Near Leisure Valley Park, Sector 29, Gurgaon",3.8,550,Gurgaon,1,"Mithai, North Indian, South Indian, Fast Food, Street Food, Chinese",Indian Rupees(Rs.),Yes,No,No,28.4686806,Sector 29,"Sector 29, Gurgaon",77.0635969,2,Yellow,Good,496,Bikanervala,966,6120e397a4acd2e7285949ae
"A-2/43, 1st Floor, Rajouri Garden, New Delhi",3.8,550,New Delhi,1,"North Indian, South Indian, Fast Food, Street Food, Chinese, Beverages, Desserts, Mithai",Indian Rupees(Rs.),No,No,No,28.6485357,Rajouri Garden,"Rajouri Garden, New Delhi",77.1227398,2,Yellow,Good,497,Bikanervala,334,6120e397a4acd2e7285949af
"EXL Tower, 5, A-94/4, 5, Sector 58, Noida",3,650,Noida,1,Cafe,Indian Rupees(Rs.),No,No,No,28.6045901,Sector 58,"Sector 58, Noida",77.3576192,2,Orange,Average,501,Barista,7,6120e397a4acd2e7285949b0
"F-62, 1st Floor, Select Citywalk Mall, Saket, New Delhi",3.6,650,New Delhi,1,Cafe,Indian Rupees(Rs.),No,No,No,28.52843667,"Select Citywalk Mall, Saket","Select Citywalk Mall, Saket, New Delhi",77.21923247,2,Yellow,Good,506,Barista,99,6120e397a4acd2e7285949b1
"A 48, EXL Tower 3, Sector 58, Noida",2.9,650,Noida,1,Cafe,Indian Rupees(Rs.),No,No,No,28.6048659,Sector 58,"Sector 58, Noida",77.358741,2,Orange,Average,510,Barista,5,6120e397a4acd2e7285949b2
"18/36, Ground Floor, Main Market, East Patel Nagar, New Delhi",3.2,650,New Delhi,1,Cafe,Indian Rupees(Rs.),No,No,No,28.6455589,East Patel Nagar,"East Patel Nagar, New Delhi",77.1731083,2,Orange,Average,511,Barista,44,6120e397a4acd2e7285949b3
"Ground Floor, MGF Metropolitan Mall, MG Road, Gurgaon",3.4,650,Gurgaon,1,Cafe,Indian Rupees(Rs.),Yes,No,No,28.4809987,"MGF Metropolitan Mall, MG Road","MGF Metropolitan Mall, MG Road, Gurgaon",77.0800708,2,Orange,Average,514,Barista,39,6120e397a4acd2e7285949b4
"Supertech Shopprix Mall, Sector 61, Noida",2.5,650,Noida,1,Cafe,Indian Rupees(Rs.),No,No,No,28.5971027,"Supertech Shopprix Mall, Sector 61","Supertech Shopprix Mall, Sector 61, Noida",77.3648332,2,Orange,Average,523,Barista,23,6120e397a4acd2e7285949b5
"15, Gyandeep, Main Market, Defence Colony, New Delhi",3.3,650,New Delhi,1,Cafe,Indian Rupees(Rs.),Yes,No,No,28.5735453,Defence Colony,"Defence Colony, New Delhi",77.230142,2,Orange,Average,525,Barista,73,6120e397a4acd2e7285949b6
"C-17, SDA Market, SDA, New Delhi",3.6,650,New Delhi,1,Cafe,Indian Rupees(Rs.),Yes,No,No,28.5465078,SDA,"SDA, New Delhi",77.1966218,2,Yellow,Good,528,Barista,104,6120e397a4acd2e7285949b7
"G-2/A, Janak Place District Centre, Janakpuri, New Delhi",3.3,650,New Delhi,1,Cafe,Indian Rupees(Rs.),Yes,No,No,28.6308738,Janakpuri,"Janakpuri, New Delhi",77.081247,2,Orange,Average,533,Barista,74,6120e397a4acd2e7285949b8
"55, Community Center, Vasant Vihar, New Delhi",3.3,650,New Delhi,1,Cafe,Indian Rupees(Rs.),Yes,No,No,28.55705291,Vasant Vihar,"Vasant Vihar, New Delhi",77.16407988,2,Orange,Average,535,Barista,47,6120e397a4acd2e7285949b9
"108-109, Ground Floor, Spice World Mall, Sector 25, Noida",3.6,600,Noida,1,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",Indian Rupees(Rs.),No,No,No,28.5861409,"Spice World Mall, Sector 25","Spice World Mall, Sector 25, Noida",77.341214,2,Yellow,Good,550,"Haldiram's",301,6120e397a4acd2e7285949ba
"1454/2, Near Sheeshganj Gurudwara, Chandni Chowk, New Delhi",3.9,600,New Delhi,1,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",Indian Rupees(Rs.),No,No,No,28.6563106,Chandni Chowk,"Chandni Chowk, New Delhi",77.2316689,2,Yellow,Good,552,"Haldiram's",444,6120e397a4acd2e7285949bb
"45, Ring Road, Lajpat Nagar 2, New Delhi",3.8,600,New Delhi,1,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",Indian Rupees(Rs.),No,No,No,28.5650991,Lajpat Nagar 2,"Lajpat Nagar 2, New Delhi",77.2384048,2,Yellow,Good,553,"Haldiram's",472,6120e397a4acd2e7285949bc
"Ground Floor, Sahara Mall, MG Road, Gurgaon",3.6,600,Gurgaon,1,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",Indian Rupees(Rs.),No,No,No,28.4797958,"Sahara Mall, MG Road","Sahara Mall, MG Road, Gurgaon",77.0868894,2,Yellow,Good,554,"Haldiram's",315,6120e397a4acd2e7285949bd
"29, Defence Colony Market, Defence Colony, New Delhi",3.7,500,New Delhi,1,"Burger, Fast Food",Indian Rupees(Rs.),Yes,No,No,28.5736434,Defence Colony,"Defence Colony, New Delhi",77.2302318,2,Yellow,Good,556,"Kent's Fast Food",766,6120e397a4acd2e7285949be
"15/5, Community Centre, Phase 1, Industrial Area, Naraina, New Delhi",2.8,900,New Delhi,1,"North Indian, Chinese, Fast Food",Indian Rupees(Rs.),No,No,No,28.6327034,Naraina,"Naraina, New Delhi",77.1381832,2,Orange,Average,558,Kents Fast Food,12,6120e397a4acd2e7285949bf
"127, Flyover Market, Defence Colony, New Delhi",3.8,700,New Delhi,1,"Chinese, Thai",Indian Rupees(Rs.),Yes,No,No,28.5783992,Defence Colony,"Defence Colony, New Delhi",77.238764,2,Yellow,Good,566,Hong Kong Express,196,6120e397a4acd2e7285949c0
"50, Defence Colony Market, Defence Colony, New Delhi",3.7,1800,New Delhi,1,"Seafood, Continental, European",Indian Rupees(Rs.),Yes,Yes,No,28.5732124,Defence Colony,"Defence Colony, New Delhi",77.2304115,3,Yellow,Good,570,Moets Shack,601,6120e397a4acd2e7285949c1
"18-19, PVR Anupam Complex, Community Center",3.1,850,New Delhi,1,"North Indian, Mughlai, Chinese",Indian Rupees(Rs.),No,Yes,No,28.5229168,PVR Anupam Complex,"PVR Anupam Complex, New Delhi",77.2070008,2,Orange,Average,572,Madhuban,151,6120e397a4acd2e7285949c2
"A-26, Defence Colony Market, Defence Colony, New Delhi",3.5,700,New Delhi,1,"Chinese, Thai",Indian Rupees(Rs.),No,No,No,28.5731228,Defence Colony,"Defence Colony, New Delhi",77.2304115,2,Yellow,Good,573,4S Chinese Restaurant,215,6120e397a4acd2e7285949c3
"S-27/17, Nathupura, DLF Phase 3, Gurgaon",3.7,800,Gurgaon,1,"Biryani, North Indian, Mughlai",Indian Rupees(Rs.),Yes,No,No,28.4878161,DLF Phase 3,"DLF Phase 3, Gurgaon",77.103659,2,Yellow,Good,575,Deez Biryani & Kebabs,371,6120e397a4acd2e7285949c4
"91-93, Flyover Market, Defence Colony, New Delhi",3.7,800,New Delhi,1,"Biryani, North Indian, Mughlai",Indian Rupees(Rs.),Yes,Yes,No,28.5778529,Defence Colony,"Defence Colony, New Delhi",77.2386742,2,Yellow,Good,576,Deez Biryani & Kebabs,338,6120e397a4acd2e7285949c5
"108 & 126, Flyover Market, Defence Colony, New Delhi",3.4,700,New Delhi,1,"Mughlai, North Indian, Chinese",Indian Rupees(Rs.),Yes,No,No,28.5780492,Defence Colony,"Defence Colony, New Delhi",77.2388538,2,Orange,Average,580,Chawnsan Chef,104,6120e397a4acd2e7285949c6
"84, Adjacent Hero Motor Bike Showroom, Main Mehrauli Road, Adchini, New Delhi",3.4,500,New Delhi,1,"South Indian, North Indian, Chinese",Indian Rupees(Rs.),Yes,No,No,28.5355234,Adchini,"Adchini, New Delhi",77.1969242,2,Orange,Average,582,Govardhan,238,6120e397a4acd2e7285949c7
"F-17, Vijay Block, Laxmi Nagar, New Delhi",2.1,400,New Delhi,1,"North Indian, South Indian, Street Food, Chinese, Fast Food, Mithai",Indian Rupees(Rs.),Yes,No,No,28.634547,Laxmi Nagar,"Laxmi Nagar, New Delhi",77.2835016,1,Red,Poor,584,"Nathu's Sweets",121,6120e397a4acd2e7285949c8
"2, Main Market, Sunder Nagar, New Delhi",3.3,600,New Delhi,1,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",Indian Rupees(Rs.),Yes,No,No,28.60252,Sunder Nagar,"Sunder Nagar, New Delhi",77.2409086,2,Orange,Average,586,"Nathu's Sweets",173,6120e397a4acd2e7285949c9
"23-25, Bengali Market, Barakhamba Road, New Delhi",3.3,600,New Delhi,1,"North Indian, South Indian, Street Food, Mithai",Indian Rupees(Rs.),Yes,No,No,28.6297135,Barakhamba Road,"Barakhamba Road, New Delhi",77.2321162,2,Orange,Average,588,"Nathu's Sweets",421,6120e397a4acd2e7285949ca
"G-63, Mansarover Shopping Complex, Sector 18, Noida",2.5,600,Noida,1,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",Indian Rupees(Rs.),Yes,No,No,28.56889916,Sector 18,"Sector 18, Noida",77.3242832,2,Orange,Average,591,"Nathu's Sweets",211,6120e397a4acd2e7285949cb
"G-54, Sector 18, Noida",3.6,450,Noida,1,Cafe,Indian Rupees(Rs.),Yes,No,No,28.56966474,Sector 18,"Sector 18, Noida",77.32398044,1,Yellow,Good,594,Cafe Coffee Day,125,6120e397a4acd2e7285949cc
"4, Rajiv Chowk, Connaught Place, New Delhi",3.4,450,New Delhi,1,Cafe,Indian Rupees(Rs.),Yes,No,No,28.6329609,Connaught Place,"Connaught Place, New Delhi",77.2198128,1,Orange,Average,596,Cafe Coffee Day,277,6120e397a4acd2e7285949cd
"SCO-24, Main Market, Sector 31, Gurgaon",3.1,450,Gurgaon,1,Cafe,Indian Rupees(Rs.),No,No,No,28.4532365,Sector 31,"Sector 31, Gurgaon",77.0504568,1,Orange,Average,598,Cafe Coffee Day,23,6120e397a4acd2e7285949ce
"E-12, DDA Market, Masjid Moth, Greater Kailash (GK) 3, New Delhi",3.2,450,New Delhi,1,Cafe,Indian Rupees(Rs.),No,No,No,28.53698056,Greater Kailash (GK) 3,"Greater Kailash (GK) 3, New Delhi",77.236,1,Orange,Average,601,Cafe Coffee Day,33,6120e397a4acd2e7285949cf
"14, Community Centre, New Friends Colony, New Delhi",3.2,750,New Delhi,1,Cafe,Indian Rupees(Rs.),No,No,No,28.562628,"Community Centre, New Friends Colony","Community Centre, New Friends Colony, New Delhi",77.2690337,2,Orange,Average,602,Cafe Coffee Day - The Lounge,42,6120e397a4acd2e7285949d0
"SCO 10, Vishal Mega Mart, Sector 14, Gurgaon",2.8,450,Gurgaon,1,Cafe,Indian Rupees(Rs.),No,No,No,28.4775051,Sector 14,"Sector 14, Gurgaon",77.046327,1,Orange,Average,606,Cafe Coffee Day,34,6120e397a4acd2e7285949d1
"13, South Campus, Satyaniketan, New Delhi",3.3,450,New Delhi,1,Cafe,Indian Rupees(Rs.),No,No,No,28.5884398,Satyaniketan,"Satyaniketan, New Delhi",77.1688269,1,Orange,Average,609,Cafe Coffee Day,78,6120e397a4acd2e7285949d2
"IBP Petrol Pump, Nathupur, DLF Phase 3, Gurgaon",3.2,450,Gurgaon,1,Cafe,Indian Rupees(Rs.),No,No,No,28.49034965,DLF Phase 3,"DLF Phase 3, Gurgaon",77.09158514,1,Orange,Average,611,Cafe Coffee Day,26,6120e397a4acd2e7285949d3
"Delhi Gymkhana Club, Golf Links, Race Course Road, Race Course, New Delhi",2.9,450,New Delhi,1,Cafe,Indian Rupees(Rs.),No,No,No,28.5990816,Race Course,"Race Course, New Delhi",77.2058916,1,Orange,Average,613,Cafe Coffee Day,9,6120e397a4acd2e7285949d4
"Peary Lal and Sons, 42, Janpath, New Delhi",3.3,750,New Delhi,1,Cafe,Indian Rupees(Rs.),No,No,No,28.62642941,Janpath,"Janpath, New Delhi",77.22028926,2,Orange,Average,619,Cafe Coffee Day - The Lounge,81,6120e397a4acd2e7285949d5
"B6/6, Commercial Complex, Safdarjung Enclave, Safdarjung, New Delhi",2.4,450,New Delhi,1,Cafe,Indian Rupees(Rs.),No,No,No,28.5589086,Safdarjung,"Safdarjung, New Delhi",77.1960071,1,Red,Poor,628,Cafe Coffee Day,28,6120e397a4acd2e7285949d6
